BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,EdgeCount,Indegree,NeighborhoodConnectivity,Outdegree
0,0.363009404,0.126373626,14,0,123.7857143,14
0,0.327674024,0.068421053,20,0,83.05,20
0,0.310247823,0.266666667,6,0,89,6
0,0.297609869,0,1,0,191,1
0,0.347226387,0.136363636,11,0,116.9090909,11
0,0.301405518,0,2,0,87,2
0,0.342654239,0.2,10,0,91.6,10
0,0.322203673,0.035714286,8,0,64.5,8
3.65E-04,0.279386918,0.111111111,9,8,121.3333333,1
0,0.289862328,0.5,2,0,87.5,2
0,0.307447232,0,1,0,184,1
0,0.307447232,0,1,0,184,1
0,0.307447232,0,1,0,184,1
0,0.307447232,0,1,0,184,1
0,0.307447232,0,1,0,184,1
0,0.271385048,0,2,0,50.5,2
0,0.277631263,0,1,0,60,1
0,0.296353167,0,1,0,63,1
0,0.296353167,0,1,0,63,1
0,0.26849061,0,2,0,34.5,2
0,1,0,1,0,25,1
0,1,0,1,0,25,1
0,1,0,1,0,25,1
0,1,0,1,0,25,1
0,0.380420499,0.089727195,69,0,94.89855072,69
0,1,0,1,0,25,1
0,0.293424553,0,4,0,91.75,4
0,0.334827237,0.255555556,10,0,122.9,10
0,0,0,2,2,81.5,0
0,0.332281205,0.179166667,16,0,105.9375,16
0,0.323870787,0.238095238,7,0,119.8571429,7
0,0.368731094,0.066287879,33,0,94.54545455,33
0,0.264443937,0,1,0,67,1
0,0.264443937,0,1,0,67,1
0,0.286385557,0,1,0,147,1
0,0.297266076,0.1,5,0,61,5
0,0.286279357,0.666666667,3,0,73.33333333,3
0,0.274147727,0,1,0,75,1
0,0.274147727,0,1,0,75,1
0,0.274147727,0,1,0,75,1
0.600704771,0.409299859,0.057821458,114,13,122.6126126,101
0.174325353,0.358636716,0.135102041,51,18,158.58,33
0.010056199,0.308378846,0.076315789,20,16,150.3,4
0,0.355323719,0.05,20,0,96,20
0,0,0.236111111,9,9,275.5555556,0
0,0.280693249,0,4,0,64.25,4
0,0.265535428,0,1,0,77,1
0,0.265535428,0,1,0,77,1
0,0.265565875,0.5,2,0,47,2
0,0.265535428,0,1,0,77,1
0,0.254421619,0,1,0,37,1
0,0.330385164,0.214285714,7,0,146.5714286,7
0,0.254421619,0,1,0,37,1
0,0.261134288,0,2,0,60.5,2
0,0,0,3,3,213.3333333,0
0,0.300701117,0.066666667,6,0,106.1666667,6
0,0.290699134,0,1,0,141,1
0,1,0,1,0,158,1
0,0.235533408,0,2,0,130.5,2
0,1,0,1,0,158,1
0,0.231901472,0,3,0,132,3
0,0.296656846,0.2,6,0,114.8333333,6
0,0.260576058,0,1,0,159,1
0,0.302507837,0.5,2,0,74.5,2
0,0.273048809,0,1,0,123,1
0,0.4,0.051295611,62,0,106.6129032,62
0,0.331235698,0.232142857,8,0,134.25,8
0,0.273048809,0,1,0,123,1
0,0.277365269,0.166666667,3,0,65.66666667,3
0,0.327720391,0.05,5,0,172.4,5
0,0.275026719,0.333333333,3,0,125,3
0,0.273081005,0.5,2,0,136,2
0,0.331140978,0.083333333,4,0,206.5,4
0,0.299418229,0,2,0,253.5,2
0,0.273274336,0.5,2,0,69,2
0,0.273048809,0,1,0,123,1
0,0.300233342,0,3,0,101.6666667,3
0,0.291797909,0,2,0,99.5,2
0,0.405249344,0.088122605,117,0,97.11965812,117
0,0.281888997,0,1,0,126,1
0,0.30120952,0,3,0,194,3
0,0.318175574,0.071428571,8,0,117.875,8
0,0.282026303,0,3,0,136,3
0,0.281888997,0,1,0,126,1
0,0.335020975,0.013157895,20,0,82.65,20
0,0.31730374,0.25,4,0,104.5,4
0,0.369260204,0.111111111,18,0,196.5555556,18
0,0.339639243,0.095238095,7,0,135.4285714,7
0,0.287916459,0,1,0,101,1
0,0.40832158,0.113461538,40,0,151.3,40
0,0.395559351,0.053977273,33,0,130.3636364,33
0.093650575,0.377466167,0.163101604,34,16,195.9411765,18
0,1,0,1,0,121,1
0,1,0,1,0,121,1
0,0.292682927,0,4,0,105.75,4
0.535475572,0.258082497,0.114973262,34,29,177.6470588,5
0,0.258136424,0,1,0,43,1
0,0.258136424,0,1,0,43,1
0,0.387874728,0.080133129,63,0,110.7777778,63
0,0.382620188,0.102564103,52,0,126.0769231,52
0,0.292756921,0.166666667,4,0,72,4
0,0.371928698,0.075409836,61,0,84.37704918,61
0,1,0,1,0,28,1
0,0.292645944,0.5,2,0,57.5,2
0,0.250948098,0,1,0,38,1
0,0.266298724,0,2,0,59.5,2
0,0.44055545,0.052459266,199,0,103.4623116,199
0,1,0,1,0,34,1
0,1,0,1,0,34,1
0,1,0,1,0,34,1
0,0.223487407,0,3,0,92.66666667,3
0,0.273823599,0,3,0,93,3
0,1,0,1,0,28,1
0,1,0,1,0,28,1
0,1,0.5,2,0,33.5,2
0,1,0,1,0,28,1
0,1,0,1,0,28,1
0,1,0,1,0,28,1
0,0.75,0,2,0,42.5,2
0,1,0,1,0,46,1
0,0.316999726,0.035714286,8,0,76.625,8
0,0.395694516,0.096907994,52,0,127.4230769,52
0,0.266574586,0,1,0,58,1
0,0.266605272,0.5,2,0,72.5,2
0,0,0,1,1,255,0
0,0,0.166666667,9,9,277.4444444,0
0,0.312888409,0.333333333,3,0,110.6666667,3
0,0.266605272,0.5,2,0,72.5,2
0,0.266574586,0,1,0,58,1
0,0.305299235,0,1,0,255,1
0,0.250757904,0,2,0,25,2
0,0.571428571,0,1,0,41,1
0,0.426755113,0.065725414,79,0,137.6455696,79
0,0,0.1,5,5,158,0
0,0.223207402,0,1,0,22,1
0,0.286385557,0,1,0,147,1
0,0.319933692,0.333333333,3,0,120.3333333,3
0,0.210488049,0,1,0,18,1
0,0.309708478,0.047619048,7,0,74.14285714,7
0,0.311248488,0,1,0,233,1
0,0.311248488,0,1,0,233,1
0,0.311248488,0,1,0,233,1
0,0.312213535,0.333333333,3,0,110,3
0,1,0,1,0,116,1
0,1,0,1,0,60,1
0,1,0,1,0,60,1
0,1,0,1,0,60,1
0,0.336676843,0.35,5,0,155.4,5
0,1,0,1,0,60,1
0,1,0,1,0,60,1
0,1,0,1,0,60,1
0,1,0,1,0,60,1
0,0.387874728,0.053634752,48,0,143.5833333,48
0,0.397801443,0.064615385,26,0,145.8846154,26
0,0.368437798,0.094202899,24,0,139.6666667,24
0,0.328184781,0.063636364,11,0,89.18181818,11
0,0.338299737,0.095238095,7,0,133.4285714,7
0,0.458886467,0.064764268,156,0,146.4935897,156
5.81E-04,1,0.133333333,10,9,174.4,1
0,0,0.1,6,6,144.1666667,0
3.91E-04,1,0,3,2,50.66666667,1
0,0.282680337,0,2,0,118,2
0,0.359571495,0.078752643,44,0,89.09090909,44
0,1,0,1,0,54,1
0,0.374514877,0.116515837,52,0,104.4038462,52
0,0.290626176,0,1,0,352,1
0,0.314332248,0,1,0,212,1
0,0.343060287,0.177777778,10,0,139.1,10
0,0,0.035714286,8,8,166.125,0
0,0.334199134,0.098484848,12,0,88.66666667,12
0,0.413423777,0.075797872,48,0,151.125,48
0,0.280693249,0,2,0,73.5,2
0,0.274212645,0,3,0,46.33333333,3
0,0.329304706,0.033333333,6,0,138.1666667,6
0,0.308923569,0.25,4,0,108.5,4
0,0.263961705,0,1,0,67,1
0.17192181,0.316213632,0.068627451,18,2,93.16666667,16
0,1,0,1,0,28,1
0,0.265962333,0,1,0,62,1
0,0.265962333,0,1,0,62,1
0,0.265962333,0,1,0,62,1
0,0.283614989,0,1,0,57,1
0,0.446500868,0.0493692,139,0,128.5179856,139
0,0,0.097222222,9,9,242.5555556,0
0.030128612,0.316040956,0.124183007,19,16,177.3888889,3
0,0.209858644,0,1,0,27,1
0,0.266176302,0,1,0,81,1
0,0.313651138,0.083333333,4,0,113.5,4
0,1,0,1,0,19,1
0,0.283476132,0,2,0,80,2
0,0.283198826,0,1,0,134,1
0,0.276934115,0,5,0,61.2,5
0,0.250757904,0,1,0,35,1
0,0.250757904,0,1,0,35,1
0,0.250757904,0,1,0,35,1
0,0.250757904,0,1,0,35,1
0,0.250757904,0,1,0,35,1
0,0,0,3,3,172.6666667,0
0,0,0.052380952,15,15,132.5333333,0
0,0,0.118181818,11,11,147,0
0,0,0.095238095,7,7,192.8571429,0
0,0.40285267,0.064197531,81,0,133.2962963,81
0,0.360747664,0.078947368,20,0,118.2,20
0.024077767,0.366471426,0.086538462,40,4,121.125,36
0,0,0.333333333,3,3,403.3333333,0
0.019297369,0.310321716,0.066666667,10,8,190.1,2
0,0,0.25,5,5,221.2,0
0.008578236,0.34439155,0.295833333,16,7,236.1875,9
0,0.266053992,0,1,0,76,1
0,0.326013514,0.1,6,0,153.1666667,6
0,1,0,1,0,24,1
0,1,0,1,0,24,1
0,0.234698014,0,3,0,37.66666667,3
0,0,0.133333333,15,15,179.2,0
0,1,0,1,0,25,1
0,0.75,0.083333333,4,0,54.5,4
0,0.6,0,2,0,18.5,2
0,0.299728226,0,1,0,86,1
0,0.299728226,0,1,0,86,1
0,1,0,1,0,14,1
0,1,0,1,0,42,1
0,1,0,1,0,42,1
0,0.296656846,0.066666667,6,0,56.5,6
0,0.335700826,0.224358974,13,0,125.4615385,13
0,0.234888438,0,1,0,30,1
0,0.266574586,0,1,0,60,1
0,0.335457706,0.070512821,13,0,81.38461538,13
0,1,0,1,0,52,1
0,1,0,1,0,52,1
0,0.426205374,0.076696165,114,0,109.2017544,114
0,0.285608583,0.166666667,3,0,59.66666667,3
0,0.317564788,0,4,0,125.5,4
0,0.256308101,0,1,0,67,1
0,0.293201671,0.1,10,0,47.9,10
0,0.302745098,0,3,0,89.33333333,3
0,0.307324841,0,2,0,77,2
0,0.265018881,0,1,0,119,1
0,0.28978979,0,1,0,67,1
0,0,0,3,3,73.66666667,0
0,0,0.05,5,5,128.6,0
0,0,0.011111111,10,10,47.3,0
0,0,0.053030303,12,12,144,0
0,0.420250408,0.087328767,73,0,147.7123288,73
0,0.416696653,0.054213634,162,0,79.95679012,162
0,0.253724803,0,1,0,40,1
0,1,0,1,0,28,1
0,0.360691481,0.054545455,11,0,141,11
0,0.305299235,0,1,0,255,1
0,0.388851578,0.060728745,39,0,144.7692308,39
0,0.261075414,0,2,0,71.5,2
0,0.260987153,0,1,0,81,1
0,0.261075414,0,2,0,94.5,2
0,0.298993029,0.5,2,0,183,2
0,0.301955671,0.133333333,6,0,87,6
0,0.313015272,0.166666667,3,0,140.3333333,3
0,0.220193953,0,1,0,14,1
0,0.220193953,0,1,0,14,1
0,0.37992126,0.055555556,36,0,124.3888889,36
0,0.285502959,0,1,0,100,1
0,0.285502959,0,1,0,100,1
0,0.418201517,0.065159574,48,0,171.4583333,48
0,1,0,2,0,78.5,2
0,0.188891608,0,1,0,56,1
0,1,0,1,0,29,1
0,0.227036565,0,1,0,36,1
0,0.227036565,0,1,0,36,1
0,0,0,1,1,117,0
0,0.297266076,0,1,0,117,1
0,0.297266076,0,1,0,117,1
0,0.263601184,0,1,0,78,1
0,0.29331307,0,1,0,109,1
0,0.29331307,0,1,0,109,1
0,0.383952255,0.057912458,55,0,125.2363636,55
0,0,0.089285714,8,8,73.375,0
0,0.266605272,0,5,0,79.2,5
0,0.361931552,0.08496732,18,0,123.7222222,18
0,0.251493105,0,1,0,33,1
0,0.342857143,0.067251462,19,0,151.2105263,19
0,0.362725137,0.107142857,8,0,161.875,8
0,0.299031633,0,2,0,157.5,2
0,0.298954434,0,1,0,171,1
0,0.299186152,0,2,0,117,2
1.461392846,0.327393579,0.058823529,17,15,114.2941176,2
0,0.288814067,0,2,0,74.5,2
0,0.26645191,0,1,0,40,1
0,0.224658066,0,2,0,37.5,2
0,0.224592708,0,1,0,41,1
0,0.330385164,0.125,9,0,145.3333333,9
0,0.276075814,0,1,0,61,1
0,0.409090909,0.5,2,0,51.5,2
0,0.387744852,0.045306122,50,0,127.3,50
0,0.327720391,0.3,6,0,127.3333333,6
0,0,0.066666667,6,6,102.5,0
0,0.306349206,0,1,0,157,1
0,0.306349206,0,1,0,157,1
0,0.32523522,0.25,4,0,135.5,4
0.013785433,0.320681535,0.116666667,16,11,172.25,5
0,0.306349206,0,1,0,157,1
0,0.306349206,0,1,0,157,1
0,0,0.166666667,3,3,63,0
0,0.359571495,0.263888889,9,0,204.4444444,9
0,0.249919068,0,1,0,49,1
0,0.249919068,0,1,0,49,1
0,0.249919068,0,1,0,49,1
0,0.302349869,0.033333333,6,0,113.3333333,6
0,0.249919068,0,1,0,49,1
0,0.311248488,0,1,0,233,1
0,0.311248488,0,1,0,233,1
0,1,0,1,0,63,1
0,0.341895483,0.133333333,10,0,139,10
0,0.34541387,0.186813187,14,0,111,14
0,1,0,1,0,60,1
0,0.340989399,0.082417582,14,0,110.9285714,14
0,1,0,1,0,60,1
0,1,0,1,0,60,1
0,0.231045491,0,1,0,15,1
0,0.266605272,0,1,0,37,1
0,0.251084128,0,1,0,69,1
0,0.232670283,0,1,0,63,1
0,0.302389346,0.055555556,9,0,72.33333333,9
0,0,0.013888889,9,9,135.7777778,0
0,0.232670283,0,1,0,63,1
0,0.295408163,0,3,0,68.33333333,3
0,0.232670283,0,1,0,63,1
0,0.323644494,0.055555556,9,0,112.5555556,9
0,0.265931795,0.033333333,6,0,44.5,6
0,0.244097808,0,1,0,34,1
0,0.244097808,0,1,0,34,1
0,0.41305511,0.044561404,76,0,129,76
0,0,0.163636364,11,11,189.5454545,0
0,0,0.03030303,12,12,64.91666667,0
0,0.6,0,1,0,51,1
0,0.6,0,1,0,51,1
0,0.408681842,0.044816139,89,0,92.74157303,89
0,0.170056539,0,1,0,42,1
0,0.170181498,0,2,0,27,2
0,0.376707872,0.042553191,47,0,96.5106383,47
0,0.236085627,0,1,0,16,1
0,0.293834052,0,2,0,82.5,2
0,0.304056715,0,4,0,65,4
0,0.37929905,0.066951567,27,0,129.037037,27
0,0.425215636,0.064862543,97,0,145.1546392,97
0,0,0,1,1,97,0
0,0,0,1,1,194,0
3.58E-04,0.293744449,0.30952381,7,5,175.2857143,2
0,0.285432586,0.2,5,0,94.8,5
0,1,0,1,0,61,1
0,0.666666667,0,1,0,58,1
0,0.287666128,0.017857143,8,0,42.125,8
0,0.289030326,1,2,0,74,2
0,0.378245958,0.090756303,35,0,150.1714286,35
0,0.251903415,0,1,0,61,1
0,0.251903415,0,1,0,61,1
0,0.322562674,0.045454545,11,0,86.54545455,11
0,1,0,2,0,38.5,2
0,0.398348813,0.099365751,44,0,150.2727273,44
0,0.305258996,0.166666667,3,0,160,3
0,0.363750589,0.187766714,38,0,150.5263158,38
0,1,0,1,0,31,1
9.50E-04,0.306663134,0.233333333,6,5,133.3333333,1
0,0.362498044,0.078947368,20,0,129.6,20
0,0.368144969,0.111111111,19,0,156.8421053,19
0,0.287309267,0,1,0,87,1
0,0.287309267,0,1,0,87,1
0,0.32180075,0.089285714,8,0,135.625,8
0.30687051,0.315997816,0.063636364,11,4,113.3636364,7
0,0,0.2,6,6,165.3333333,0
0.009691394,0.326148211,0.152173913,24,8,144.75,16
0,0.287844892,0,2,0,75.5,2
0,0.287309267,0,1,0,87,1
0,0.25900246,0,4,0,100.25,4
0,0.390227464,0.142682927,41,0,154.1707317,41
0,0,0.090909091,12,12,159.8333333,0
0,0,0,7,7,98.28571429,0
0,0,0.2,5,5,185.6,0
0,0.423090976,0.11897628,90,0,150.2111111,90
0,1,0,7,0,100.2857143,7
0,0,0.083333333,4,4,68.75,0
0,0.322697506,0.190909091,11,0,101.7272727,11
0,1,0,1,0,147,1
0,1,0,1,0,147,1
0,0.222777992,0,2,0,111,2
0,0.308388815,0.071428571,8,0,100.5,8
0,0.223401177,0,2,0,98,2
0,0.302903479,0,2,0,175.5,2
0,0.383380235,0.054197995,57,0,97.26315789,57
0,0.323192855,0.333333333,3,0,179,3
0,0.323192855,0.333333333,3,0,179,3
0,0.280319535,0,6,0,115.8333333,6
0,1,0,1,0,147,1
0,1,0,1,0,147,1
0,0.252562704,0,2,0,130.5,2
0,1,0,1,0,147,1
0,0.223358087,0,1,0,49,1
0,0.223358087,0,1,0,49,1
0,0.223358087,0,1,0,49,1
0,0,0.2,15,15,204.6,0
0.001461288,1,0.060606061,12,11,124.4166667,1
0,0.223358087,0,1,0,49,1
0,0.223358087,0,1,0,49,1
0,0.227014311,0,1,0,64,1
0,0.227014311,0,1,0,64,1
0,0.278298486,0,2,0,120,2
0,0.666666667,0,1,0,39,1
0,0.236013452,0.5,2,0,31,2
0,0.324460633,0.069264069,22,0,59.77272727,22
0,0.313269309,0.5,3,0,153,3
0,0.302824268,0,1,0,204,1
0,0.329024009,0.055555556,9,0,140.4444444,9
0,0.406102052,0.09375,33,0,155.1515152,33
0,0.302824268,0,1,0,204,1
0,0.343212804,0.25,5,0,225.6,5
0,0.318438059,0.5,3,0,201.3333333,3
0,0.302824268,0,1,0,204,1
0,0.333621435,0.044871795,13,0,105.3846154,13
0,0.261902069,0,1,0,65,1
0,0.261902069,0,1,0,65,1
0,0.261902069,0,1,0,65,1
0,0.402432667,0.113107822,44,0,164.8409091,44
0,0.304016802,0,4,0,125.25,4
0,0.28473076,0,2,0,106.5,2
0,1,0,1,0,93,1
0,0.367677409,0.049206349,36,0,117.6666667,36
0,0.305299235,0.2,5,0,99,5
0,0.223358087,0,1,0,48,1
0,0.223358087,0,1,0,48,1
0,0.397391901,0.056470588,51,0,144.0588235,51
0,0.284625783,0,1,0,120,1
0,0.28323346,0.066666667,6,0,99.16666667,6
0,0.666666667,0,1,0,30,1
0,1,0,1,0,45,1
0,0.249300323,0,1,0,51,1
0,0.249300323,0,1,0,51,1
0,0.249300323,0,1,0,51,1
0,0.249300323,0,1,0,51,1
0,0.249300323,0,1,0,51,1
0,0.315402424,0.333333333,3,0,137,3
0,0.249300323,0,1,0,51,1
0,0.288742052,0,2,0,81.5,2
0,0.24523507,0,1,0,47,1
0,0.24523507,0,1,0,47,1
0,0.269710027,0,1,0,73,1
0,0.449466537,0.050492611,204,0,109.5882353,204
0,0,0.166666667,4,4,130.25,0
0,0.302547355,1,2,0,112,2
0,0.339788732,0.05,5,0,228.4,5
0,0.36750238,0.090909091,22,0,149.6363636,22
0,0.315617334,0.19047619,7,0,135.2857143,7
0,0.252507632,0,1,0,114,1
0,0.252507632,0,1,0,114,1
0,0.252507632,0,1,0,114,1
0,0.252507632,0,1,0,114,1
0,0.35488814,0.085714286,15,0,145.5333333,15
0,0.340538156,0.083333333,13,0,152.3846154,13
0,0.252507632,0,1,0,114,1
0,0.252507632,0,1,0,114,1
0,0.252507632,0,1,0,114,1
0,0.252507632,0,1,0,114,1
0,0.252507632,0,1,0,114,1
0,0.316177474,0.2,5,0,148.6,5
0,0.236930946,0,1,0,33,1
0,0.308841179,0.333333333,3,0,233.6666667,3
0,0.305178548,0.5,2,0,209,2
0,0.308553157,0.5,2,0,169,2
0,0.277464957,0,4,0,116,4
0,0.375486381,0.223809524,15,0,197.4666667,15
0,0,0.169117647,17,17,209.1764706,0
0,0.336481186,0.071428571,14,0,125.5,14
0,0.383443709,0.126847291,29,0,170.5172414,29
0,1,0,1,0,38,1
0,1,0,1,0,38,1
0,1,0,1,0,38,1
0,0.36861372,0.088172043,31,0,93.48387097,31
0,0,0,4,4,61.25,0
0,0,0,5,5,83.6,0
0,0.355160251,0.067741935,31,0,113.9032258,31
0,0.235533408,0,2,0,77,2
0,0.262644591,0,1,0,70,1
0,0.306917572,0.133333333,6,0,91.66666667,6
0,0.262644591,0,1,0,70,1
0,0.302310403,0.833333333,3,0,95.33333333,3
0,0.411953042,0.09666975,47,0,152.8510638,47
0,0.284136916,0,2,0,56.5,2
0,0.355378242,0.139705882,17,0,153.1176471,17
0,0.298415153,0,1,0,124,1
0,0.298415153,0,1,0,124,1
0,0.319580516,0,3,0,130,3
0,0.342400946,0,1,0,517,1
0,0.344284228,0.333333333,3,0,257,3
0,0.342400946,0,1,0,517,1
0,0.394011569,0.121538462,26,0,177.9615385,26
0,0.268927078,0,1,0,98,1
0,1,0,1,0,32,1
0,0.217566933,0,1,0,69,1
0,0.23546157,0,1,0,103,1
0,0.412099644,0.085253456,63,0,159.952381,63
0,0.23546157,0,1,0,103,1
0,0.363066311,0.05982906,27,0,119.5185185,27
0,0.272054505,0.166666667,3,0,93.66666667,3
0,0.311499664,0.5,3,0,124.6666667,3
0,0.23546157,0,1,0,103,1
0,0.235485511,0.5,2,0,126,2
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.235485511,0.5,2,0,126,2
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.235485511,0.5,2,0,126,2
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.311248488,0,2,0,158.5,2
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.370145437,0.116883117,22,0,174.3181818,22
0,0.23546157,0,1,0,103,1
0,0.23546157,0,1,0,103,1
0,0.235485511,0.5,2,0,126,2
0,0.329492104,0.125,8,0,162,8
0,0,0.166666667,10,10,231.8,0
0,0.321934946,0.072727273,11,0,136.9090909,11
0.002382849,0.6,0.076190476,15,14,98.33333333,1
0,0.276075814,0,5,0,66.6,5
0,0.306876905,0.166666667,3,0,143.6666667,3
0,0.311541566,0,4,0,133.25,4
0,0.291064472,0,1,0,114,1
0,0.345362362,0.120879121,14,0,122.2142857,14
0,0.263751281,0,3,0,115.3333333,3
0,0.276834808,0,1,0,60,1
0,0.276834808,0,1,0,60,1
0,0.276834808,0,1,0,60,1
0,0.317564788,0.083333333,4,0,160.75,4
0,0.29357333,0.333333333,4,0,113.5,4
0,0.326519103,0.073809524,21,0,100.4761905,21
0,0.258453298,0.5,2,0,264,2
0,0.411953042,0.121632653,50,0,178.6,50
0,0.303897126,0,4,0,68.75,4
0,1,0,1,0,49,1
0,0.2868822,0,1,0,89,1
0,0.278700361,0,1,0,57,1
0,0.278700361,0,1,0,57,1
0,0.297165577,0.155555556,10,0,55.2,10
0,0.234983766,0,1,0,43,1
0,0.234983766,0,1,0,43,1
0,0.291394061,0.233333333,6,0,71.5,6
0,0.234983766,0,1,0,43,1
0,0.234983766,0,1,0,43,1
0,0.407387863,0.075084175,55,0,127.3090909,55
0,0.298492074,0,2,0,80,2
0,0,0,2,2,71.5,0
0,1,0,1,0,18,1
0,0.343462793,0.084415584,22,0,87.18181818,22
0,0.245157193,0,2,0,45.5,2
0,0.256024762,0,2,0,60,2
0,0.32028765,0.009090909,11,0,73.45454545,11
0,0.322517755,0.166666667,4,0,248,4
0,0.288850087,0,3,0,143,3
0,0.323554065,0.25,4,0,161,4
0,0.34858519,0.075,16,0,137.4375,16
0,0.429604897,0.057680152,113,0,126.8584071,113
0,0,0,4,4,148.5,0
0,0,0.166666667,10,10,250.2,0
0,0,0.023809524,7,7,149.5714286,0
0,0.316220644,0,3,0,147.3333333,3
0,0.320199088,0,1,0,353,1
0,0.330243833,0.166666667,3,0,362.3333333,3
0,0.330857143,0.071428571,8,0,134.75,8
0,0.320199088,0,1,0,353,1
0,0.320199088,0,1,0,353,1
0.208654864,0.428307123,0.071735242,130,1,111.1846154,129
0,1,0,1,0,26,1
0,0.282163743,0,1,0,73,1
0,0.247013652,0,3,0,78,3
0,0.296391093,0.5,2,0,130,2
0,1,0,2,0,129.5,2
0,1,0,1,0,66,1
0,0,0.075757576,22,22,152.7727273,0
0,1,0,1,0,66,1
0,1,0,1,0,66,1
0,1,0,1,0,66,1
0,0.245859873,0,2,0,52,2
0,1,0,1,0,66,1
0,0.269052045,0,4,0,41.75,4
0,0.376524142,0.075,41,0,92.19512195,41
0,1,0,1,0,56,1
0,0.334295612,0.192810458,18,0,91.33333333,18
0,0.248871696,0,3,0,65.66666667,3
0,0.24871134,0,1,0,80,1
0,0.220089328,0,1,0,25,1
0,0.37056,0.142137097,32,0,109.71875,32
0,0.30246833,0,2,0,129,2
0,0.350590372,0.091666667,16,0,138.25,16
0,0.371570672,0.049261084,29,0,125.3793103,29
0,0.296353167,0,1,0,194,1
0,0.202997633,0,1,0,12,1
0,0.355432781,0.110294118,17,0,166,17
0,0.260341727,0.333333333,3,0,32,3
0,0.194442112,0,1,0,30,1
0,0.194442112,0,1,0,30,1
0,1,0,1,0,10,1
0,0.289174678,0.166666667,3,0,61.33333333,3
0,0.390688259,0.034153005,61,0,113.8688525,61
0,0.301248699,0,1,0,110,1
0,0.306106265,0.5,3,0,150.6666667,3
0,0.301248699,0,1,0,110,1
0,0.301248699,0,1,0,110,1
0,0.301248699,0,1,0,110,1
0,0.282749359,0.2,5,0,85,5
0,0.30449645,0,3,0,99.33333333,3
0,0.262525504,0,3,0,76.33333333,3
0,0.30120952,0.083333333,4,0,98.5,4
0,0.266329347,0.166666667,3,0,36,3
0,0.262376798,0,1,0,55,1
0,0.29757163,0,2,0,104,2
0,1,0,1,0,18,1
0,0.245807684,0,1,0,38,1
0,0.245807684,0,1,0,38,1
0,0.289608603,0,1,0,71,1
0,0.289608603,0,1,0,71,1
0,0.303220738,0.333333333,3,0,94,3
0,0.32418813,0.023809524,15,0,106.5333333,15
0,0.253947368,0,1,0,34,1
0,0.341337655,0.145454545,11,0,125.5454545,11
0,0.21046892,0,1,0,26,1
0,0.21046892,0,1,0,26,1
0,0.257361929,0,1,0,39,1
0,0.257361929,0,1,0,39,1
0,0,0.3,5,5,119.2,0
0,0.299961145,0,3,0,164.6666667,3
0,0.391414568,0.104497354,28,0,182.7142857,28
0,0.316436672,0.083333333,4,0,108,4
0,0.250324254,0,1,0,27,1
0,0.382809917,0.104591837,49,0,132.4285714,49
0,0,0,4,4,47.5,0
0,0.292424242,0,12,0,38.91666667,12
0,0.280931587,0,1,0,103,1
0,0.393208829,0.095675676,75,0,123.48,75
0,0.24236082,0,1,0,46,1
0,0.256109698,0,1,0,53,1
0,0.329585883,0.2,6,0,183.6666667,6
0,0.221393748,0,1,0,14,1
0,0.380108321,0.041963016,38,0,109.8684211,38
0,0.252040483,0,3,0,61,3
0,0.328557242,0.133333333,6,0,121.3333333,6
0,0.369083665,0.08172043,31,0,108.2903226,31
0,0,0.071428571,7,7,128.5714286,0
0,0.246908316,0,1,0,46,1
0,1,0,1,0,71,1
0,1,0,1,0,71,1
0,1,0,1,0,71,1
0,0.285925926,0.083333333,4,0,153.75,4
0,0.25319777,0,1,0,53,1
0,1,0,1,0,47,1
0,1,0,1,0,47,1
0,0.246619103,0,2,0,52,2
0,1,0,1,0,47,1
0,0.384589837,0.054521277,48,0,100.75,48
0,0,0.194736842,20,20,198.45,0
0.030782075,0.32977208,0.067816092,30,3,83.6,27
0,0,0,1,1,26,0
0,0.312677197,0.083333333,4,0,121.25,4
0,0.22933782,0,1,0,5,1
0,0.33066819,0.25,5,0,134,5
0,0.322562674,0,1,0,276,1
0,0.334827237,0.466666667,6,0,177.6666667,6
0,0.331900258,0.333333333,4,0,162.5,4
0.031059153,0.326286117,0.118421053,20,6,118.1,14
0,0,0,3,3,129.3333333,0
0,0.298146241,0,1,0,181,1
0,0,0,2,2,73,0
0,0.268366165,0,1,0,73,1
0,0.268366165,0,1,0,73,1
0,0.268366165,0,1,0,73,1
0,0.275026719,1,2,0,89,2
0,0.263961705,0,2,0,97.5,2
0,0.263961705,0,2,0,140,2
0.554311966,0.366761724,0.078431373,34,12,168.1764706,22
0,0.376157219,0.079343972,48,0,118.625,48
0,0.428888889,0.098145635,67,0,167.5074627,67
0,0.26483705,0,1,0,61,1
0,0.26483705,0,1,0,61,1
0,0.26483705,0,1,0,61,1
0,1,0,1,0,1,1
0,0,0,1,1,1,0
