BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,EdgeCount,Indegree,NeighborhoodConnectivity,Outdegree
0,0,0.128571429,15,15,151.2666667,0
0,0,0.124298316,87,87,194.7011494,0
4.73873557,0.396811793,0.068881716,244,88,130.126087,156
2.171757756,0.398588154,0.108187919,159,115,188.9,44
2.626575468,0.373146357,0.110893417,92,65,178.5454545,27
0.61906646,0.42198323,0.134466309,140,58,181.9769231,82
0.798273998,0.303566745,0.106237425,71,69,178.8309859,2
1.804990866,0.374111183,0.105472264,120,87,192.7672414,33
0.507926428,0.391113364,0.100732601,92,40,157.1538462,52
12.04678495,0.457419482,0.062530794,409,131,122.3333333,278
1.359923096,0.378949092,0.100193548,128,88,180.864,40
0,0,0.073152338,52,52,148.3846154,0
8.56370192,0.429738259,0.072571351,318,197,148.1677852,121
0.364399279,0.283909738,0.169217687,49,45,202.6326531,4
0,0,0.114087302,64,64,212.53125,0
0,0,0.114726027,73,73,197.8082192,0
3.298611301,0.386219553,0.095546467,177,108,154.8220859,69
1.892262458,0.300766532,0.07518797,57,52,168.1052632,5
3.825940356,0.343624759,0.045865648,297,264,123.4034483,33
0.50698329,0.255857648,0.099213551,58,56,191.3103448,2
0,0,0.068262746,219,219,154.6666667,0
4.388692756,0.360929217,0.071752191,145,97,147.3216783,48
4.196387574,0.364452141,0.053278984,175,153,144.7185629,22
0.235962865,0.263337504,0.056561086,52,49,151.4230769,3
2.53807275,0.342962963,0.105592105,102,72,158.875,30
0,0,0.079573935,57,57,169.7192982,0
0.871363803,0.347336834,0.142436975,87,61,182.4470588,26
1.0642235,0.408217246,0.151624839,122,46,181.9375,76
0,0,0.106758833,63,63,195.968254,0
0,0,0.105201636,59,59,189.4745763,0
0.922369542,0.260639496,0.060470325,96,95,142.1473684,1
1.089490068,0.37888707,0.1000666,83,69,186.2179487,14
0.007275887,1,0.10990991,75,74,190.32,1
0,0,0.176638177,27,27,249.6666667,0
0,0,0.128232006,54,54,199.7962963,0
0,0,0.162349676,47,47,197.8085106,0
0,0,0.145410628,46,46,188.3695652,0
0,0,0.147548566,47,47,199.1914894,0
0,0,0.076923077,14,14,120.0714286,0
0,0,0.339285714,8,8,77.125,0
0,0,0.048627451,51,51,117.8627451,0
0,0,0.078616352,54,54,185.5925926,0
0.164100652,0.360929217,0.177927928,39,30,139,9
0.243591677,0.312711063,0.183823529,19,13,123.2941176,6
21.64746212,0.540635217,0.03910455,743,144,117.815407,599
3.646301537,0.427279439,0.067240555,219,97,132.8585366,122
2.662616436,0.449951409,0.088785047,225,79,166.4953271,146
3.080687668,0.446050096,0.094992875,271,107,157.6907631,164
1.645237579,0.399896355,0.108805031,172,127,158.8625,45
0.235414546,0.314709081,0.115458937,46,37,180.2391304,9
0.844358706,0.352037713,0.073245614,98,74,147.0208333,24
0.730428943,0.373206513,0.102703497,85,47,191.3493976,38
1.466378542,0.399758246,0.106338481,117,78,184.9375,39
0.260050866,0.312711063,0.127322404,62,57,187.6885246,5
0.244249816,0.350757576,0.11659848,59,49,212.3728814,10
0.89912747,0.431500466,0.114600551,128,59,184.0661157,69
0,0,0.106639839,71,71,197.0704225,0
9.466460397,0.452413524,0.074535221,319,164,146.1811847,155
0,0,0.166666667,3,3,347.6666667,0
3.960944766,0.427279439,0.078959134,230,77,136.2028302,153
1.221748189,0.38705902,0.114623552,117,77,181.2857143,40
1.380014313,0.402959095,0.119047619,140,78,184.2857143,62
0.747334729,0.367227157,0.12421113,89,62,187.3095238,27
0.502333352,0.331282198,0.109546166,74,65,202.4166667,9
12.65499642,0.420909091,0.050146028,334,162,116.6915888,172
0,0,0.075599343,175,175,148.6685714,0
1.093314004,0.34780649,0.106918239,108,69,154.3207547,39
1.735841833,0.334054834,0.079574742,101,90,155.2061856,11
0.36133466,0.338598801,0.098953013,92,69,144.3932584,23
1.114380283,0.348539597,0.102083333,99,66,160.7708333,33
2.326058437,0.374656093,0.088871912,162,64,145.2012987,98
0.469591997,0.236055878,0.122677596,61,59,219.6229508,2
3.176369891,0.366877971,0.08044625,177,109,137.5416667,68
1.234150688,0.314153888,0.075342466,75,73,158.2191781,2
0.321597592,0.32509479,0.110915493,73,60,197.5138889,13
0,0,0.114654003,67,67,204.4029851,0
0,0,0.072884013,88,88,160.8068182,0
0,0,0.055555556,9,9,150.4444444,0
0,0,0.069607843,85,85,140.2470588,0
0,0,0.043196203,80,80,121.05,0
0,0.359404097,0.068421053,20,0,134.4,20
12.01321479,0.456247536,0.05478434,293,148,132.8,145
0,0,0.057335448,195,195,136.8512821,0
2.50458652,0.339293566,0.112176814,113,89,150.8454545,24
0,0.284241532,0.090909091,11,0,71.54545455,11
0,0.375831306,0.060582307,95,0,55.53684211,95
0,0,0,3,3,46.33333333,0
0,0.338794617,0.072413793,30,0,73.36666667,30
0,0.405107574,0.036772217,89,0,89.13483146,89
0.018159208,0.357197963,0.144927536,24,9,106.4166667,15
0.746473136,0.38973064,0.073630137,74,33,151.2739726,41
1.205227451,0.353867319,0.088008415,95,67,148.8494624,28
0,0,0.08579235,61,61,172.0819672,0
0,0.303022373,0.083333333,4,0,77.75,4
0,0.379672131,0.035412262,44,0,115.6136364,44
0,0,0.202205882,17,17,249.9411765,0
1.4846388,0.413614436,0.099802202,162,68,163.2222222,94
2.715327814,0.350704439,0.053030303,124,101,138.0247934,23
2.349494294,0.373387097,0.089550972,162,89,155.8181818,73
0,0,0.048066298,181,181,140.8176796,0
0.916383887,0.357087768,0.105489171,109,43,134,66
0,0,0.083739046,79,79,181.5189873,0
0,0,0.123034228,47,47,211.5744681,0
6.775795406,0.364911728,0.075692665,248,155,125.8928571,93
0,0,0.08467333,118,118,164.3898305,0
0,0.310372554,0.160714286,8,0,92.875,8
0,0.384589837,0.049678551,59,0,76.15254237,59
0.048102265,0.305288145,0.166512488,49,45,213.6808511,4
0,0,0.208602151,31,31,272.6129032,0
0,0.453868756,0.049929145,146,0,109.3767123,146
0.614769812,0.420526794,0.119752099,137,34,140.3170732,103
0,0,0,1,1,146,0
1.124241643,0.357805255,0.08041958,80,53,115.0769231,27
0.574692859,0.344494048,0.095884215,67,51,147.0746269,16
0,0,0.088888889,10,10,28.9,0
0.455775563,0.331045331,0.118028846,67,56,184.4,11
0.828937633,0.319486613,0.085815047,89,79,187.3863636,10
2.222026154,0.369100765,0.075476737,195,186,167.1804124,9
0,0,0.078415301,61,61,153.704918,0
0.056630538,0.338648332,0.146376812,50,39,214.3695652,11
0.055331726,0.294192401,0.095454545,59,52,170.5714286,7
0.685882203,0.307600319,0.099396378,74,59,149.056338,15
0,0,0.080357143,49,49,153.244898,0
0,0,0.115567766,105,105,185.4857143,0
0,0.345105051,0.111904762,21,0,103.8095238,21
0,0.336139332,0.086956522,24,0,82.45833333,24
0,0.229602459,0,1,0,45,1
0,0.389477223,0.0634278,39,0,148.6153846,39
1.404020639,0.313303559,0.100791139,82,74,162.2,8
2.186462854,0.416591686,0.090572111,213,134,153.3152709,79
0.036639194,0.323912131,0.136910268,47,38,194.3191489,9
0.233448762,0.301157799,0.138326586,40,39,182.2820513,1
0,0,0.3,10,10,201.7,0
4.669147877,0.348329822,0.059156172,279,259,135.149635,20
0,0,0.178571429,8,8,149.25,0
0,0,0,1,1,39,0
2.000192011,0.296414853,0.060967878,169,145,150.9526627,24
0.651181015,0.370696557,0.145798319,91,38,190.8588235,53
23.08373157,0.467771267,0.054627775,436,165,116.754386,271
0.039083017,0.313473257,0.106097561,41,39,202.7317073,2
1.183750837,0.410971063,0.132976246,131,50,156.4385965,81
0.692791101,0.315825375,0.114903846,70,63,173.9846154,7
2.846601205,0.352466504,0.080951551,157,117,169.3947368,40
0,0,0.091005968,69,69,193,0
1.792331743,0.411336176,0.08857262,144,39,132.381295,105
0.133662773,0.348749623,0.222222222,29,15,209.8888889,14
0,0,0.064102564,52,52,170.4230769,0
0.089977171,0.28675833,0.109158187,47,43,182.9574468,4
2.15393826,0.384871155,0.113427747,134,90,141.3870968,44
10.17340871,0.354409063,0.059418336,185,117,115.7966102,68
0,0,0.079310345,30,30,155.2333333,0
3.565544321,0.40345068,0.078618543,224,82,112.0625,142
0.78649864,0.322064552,0.119777895,64,51,148.4032258,13
0.345236972,0.322333612,0.108465608,29,26,104.7142857,3
0,0,0.097402597,22,22,88.13636364,0
1.812515394,0.476239457,0.059181677,248,24,127.8934426,224
0.242858414,0.398519539,0.088485746,80,20,116.4864865,60
0,0,0.106060606,12,12,105.4166667,0
0.20670414,0.291085125,0.095238095,7,6,133.2857143,1
0,0,0.144444444,10,10,65.9,0
0,0,0.176470588,34,34,189.2352941,0
0,0.338794617,0.096153846,13,0,100.5384615,13
0,0.381046397,0.088904694,38,0,112.5526316,38
1.042070826,0.290902237,0.08079096,61,44,113.0166667,17
0,0,0.070075758,33,33,144.2121212,0
0,0.421781096,0.031686113,94,0,93.65957447,94
0.571137536,0.339841456,0.107051282,42,21,116.8,21
0,0,0.097826087,24,24,146.4166667,0
0.513373708,0.362511744,0.116956078,94,74,180.7640449,20
1.547598151,0.389141032,0.088703141,154,89,149.5531915,65
1.116698803,0.427358316,0.07925636,157,52,145.047619,105
0.631170286,0.366297468,0.130692336,76,50,182.7297297,26
0.320765498,0.30186465,0.087104072,52,42,152.5384615,10
0,0,0.08045977,30,30,159.2,0
0,0,0.082503556,38,38,191.3684211,0
5.407318223,0.482996036,0.038989912,403,46,109.5063291,357
0,0,0.105376344,31,31,209.2903226,0
0,0,0.123188406,24,24,178.9166667,0
0.999154985,0.386541994,0.11400695,94,50,165.2643678,44
1.045055128,0.35033293,0.099642973,83,55,141.4936709,28
0,0,0.104278075,34,34,242.9117647,0
0,0.351441578,0.111111111,9,0,177.7777778,9
0,0,0.091954023,58,58,166.6034483,0
0,0.327352359,0.080882353,17,0,61.23529412,17
2.40E-04,0.268802228,0.266666667,10,3,41.6,7
0,0,0.071428571,7,7,16.28571429,0
0,0.425032116,0.038050864,102,0,85.76470588,102
3.118409804,0.434823441,0.059752849,240,51,127.5879828,189
0.038386498,0.28394456,0.07358871,32,30,155.5,2
1.484182432,0.323685682,0.093292771,120,115,181.5508475,5
1.479099441,0.373026104,0.119894193,135,99,176.6171875,36
0.148652337,0.317036428,0.128674808,68,57,196.119403,11
9.707293769,0.445964169,0.055973606,309,141,125.9798658,168
0,0,0.05289043,158,158,139.7151899,0
0,0,0.116117216,91,91,189.7252747,0
0,0,0.131500426,69,69,209.5217391,0
0,0,0.074747475,55,55,184.9454545,0
0,0.319889503,0,1,0,314,1
0.23997253,0.31988393,0.255555556,10,9,264.9,1
0,0.323057609,0.5,2,0,179.5,2
0,0.402292861,0.061310782,44,0,128.1818182,44
0.636315815,0.366994293,0.115221088,51,43,167.5714286,8
0.110108673,0.333477384,0.148011101,48,37,193.2765957,11
0.076606614,0.305610561,0.100793651,37,30,185.25,7
0,0,0.091365462,84,84,160.3690476,0
2.77702166,0.354463329,0.077267152,173,145,157.3293413,28
9.898046952,0.422368181,0.068761526,283,191,135.0338346,92
2.531043391,0.424848596,0.078134284,161,59,153.0974026,102
4.92391946,0.411117031,0.08631062,197,83,158.0939227,114
0.583924583,0.324821103,0.092421915,64,56,190.1746032,8
0.282326317,0.330619823,0.095315315,76,57,161.52,19
0.443793725,0.312162891,0.12478083,60,47,212.2542373,13
2.190924341,0.360367372,0.086787766,120,88,154.8421053,32
14.08295527,0.464020846,0.052361673,538,149,109.3131313,389
0,0,0.063226247,77,77,172.6623377,0
0.852995227,0.314837481,0.067247969,94,88,161.3695652,6
7.722292366,0.341143531,0.078774194,137,113,144.528,24
0,0,0.087747999,170,170,145.2588235,0
0,0,0.092948718,105,105,159.7047619,0
0.719739616,0.268343573,0.07003367,55,50,149,5
1.202242148,0.336580401,0.080267559,94,75,135.923913,19
0,0,0.052791713,208,208,117.5288462,0
0.211317371,0.207511653,0.078787879,56,55,158.6181818,1
0,0,0.075,40,40,178.775,0
0,0.30513834,0.173076923,13,0,92.61538462,13
0,0.289572393,0.5,2,0,118.5,2
0,0.322746901,0.033536585,41,0,52.26829268,41
0,0,0.090643275,19,19,90.57894737,0
0,0.387744852,0.079825835,53,0,86.69811321,53
0,0,0.157608696,24,24,119.625,0
0,0.336090553,0.046666667,25,0,73.76,25
0,0.303419363,0.08496732,18,0,72,18
1.147887226,0.225457733,0.072002295,84,82,173.297619,2
0,0.330715408,0,8,0,82.75,8
0,0.280999757,0,2,0,88,2
0,0.318920408,0.095588235,17,0,79.88235294,17
0,0.260020209,0,1,0,56,1
0,0.260020209,0,1,0,56,1
2.823249194,0.377650897,0.073538231,119,93,166.9741379,26
6.853435082,0.433683027,0.062117173,338,192,145.2738854,146
0,0,0.102685051,53,53,191.3962264,0
0,0,0.089015152,33,33,204.7575758,0
0.568943173,0.348487129,0.138311688,57,39,183.3928571,18
0.232408997,0.316170445,0.182971014,25,21,201.625,4
0.00470691,0.290354948,0.148664344,43,42,219.452381,1
1.998995576,0.354952469,0.098165138,117,74,156.5363636,43
0.183305016,0.32130465,0.072009292,43,39,138.4047619,4
0,0,0.095033607,104,104,190.75,0
0.122901705,0.253643037,0.065128901,67,65,153.641791,2
0.241691796,0.310946944,0.076734694,50,39,149.06,11
5.894826689,0.371589085,0.082983525,230,122,128.5592417,108
7.724290149,0.372306208,0.067487568,219,124,111.4951456,95
0,0,0.093512566,59,59,182.5084746,0
0,0,0.062378168,190,190,125.1368421,0
0,0.445042275,0.04459735,109,0,122.6422018,109
4.13E-04,1,0.188888889,10,9,142.3,1
0.370049062,0.369041926,0.091587517,67,34,181.2089552,33
0,0,0.167171717,45,45,200.8888889,0
0.009855018,0.27053874,0.101626016,42,37,193.3333333,5
0,0,0.151612903,31,31,217.3870968,0
0,0,0.135416667,33,33,227.7575758,0
0.531437235,0.283735752,0.078342408,59,56,153,3
0,0,0.071597168,124,124,146.516129,0
0,0,0.092391304,24,24,140.25,0
0,0.486248163,0.044171293,195,0,131.4358974,195
0.029962589,0.299909315,0.096153846,41,40,170.95,1
7.68182204,0.454634721,0.048192771,354,107,112.3975904,247
2.819319907,0.426885488,0.064622642,162,54,141.43125,108
0.220483791,0.229731071,0.052244898,50,49,172.62,1
6.546609054,0.443147014,0.066764108,300,127,134.2775801,173
0.691625875,0.367986012,0.097833683,54,35,202.9074074,19
0.962405902,0.336923301,0.074646465,102,80,158.82,22
0.555061225,0.307886687,0.090230445,81,77,180.7088608,4
0.014619622,0.339144448,0.156084656,28,11,153.3928571,17
1.373037634,0.306785052,0.07605178,103,99,141.1262136,4
0.124955501,0.283666217,0.122222222,10,8,177.2,2
2.182099104,0.271554252,0.057951482,106,102,148.9528302,4
0,0,0.1,6,6,160.3333333,0
0,0,0.070175439,57,57,180.1052632,0
5.300332908,0.420756089,0.054721881,286,58,114.9557196,228
0.817059528,0.369041926,0.095829992,90,52,162.2988506,38
7.111002162,0.442131398,0.061919959,248,109,126.3376068,139
0.398807649,0.292667509,0.074187884,69,66,172.7647059,3
0.483956204,0.321661804,0.101584158,103,88,171.2376238,15
0,0,0.157894737,19,19,207,0
0,0,0.064663462,65,65,183.1230769,0
0.091034865,0.265299106,0.083056478,43,42,183.372093,1
0.200029497,0.347754244,0.126984127,65,53,199.703125,12
0.084400797,0.356044294,0.105224964,55,19,147.7924528,36
0.335187629,0.351609964,0.150255754,72,54,183.0289855,18
0,0,0.095301418,48,48,221.7708333,0
0,0,0.130434783,47,47,222.0851064,0
0.001782111,1,0.054509804,51,50,177.5098039,1
0.177447957,0.293707181,0.146098004,59,47,178.9310345,12
0,0,0.035830212,90,90,103.3555556,0
0.513541882,0.355716042,0.075940594,107,85,157.9306931,22
0.700599509,0.350917084,0.146934461,45,35,208.5454545,10
0,0,0.088435374,49,49,191.7346939,0
0,0,0.126760563,71,71,214.084507,0
0,0,0.06164966,49,49,166.1020408,0
0,0,0.129032258,32,32,217.125,0
0,0,0.061576355,29,29,168,0
0.00535693,1,0.069128788,33,32,125.3939394,1
0,0,0.12740113,60,60,184.3666667,0
0.869713767,0.303447372,0.106993007,68,58,176.3636364,10
0,0,0.114951357,63,63,175.8253968,0
0,0,0.062367865,44,44,159.1363636,0
0,0.260020209,0,1,0,56,1
0,0,0.089285714,8,8,89.875,0
0.462219226,0.38933737,0.043492373,79,11,98.13924051,68
0.745030197,0.332185392,0.063218391,31,24,159.8333333,7
0,0,0.333333333,7,7,245.7142857,0
0,0,0.033333333,6,6,108.5,0
0,0.419033834,0.067683881,72,0,127.7916667,72
0.881955435,0.407857646,0.10990502,72,43,171.3731343,29
0,0.272310406,0.05,5,0,26.6,5
0,0.159691098,0,1,0,18,1
0,0.394817593,0.054347826,24,0,138.4583333,24
0.909791766,0.345883759,0.080194805,58,52,159.8214286,6
0.258058432,0.277378385,0.082792208,57,47,140.5535714,10
1.411063379,0.357087768,0.089147287,91,74,158.862069,17
2.961217622,0.361549274,0.087114846,89,48,144.2117647,41
2.977181156,0.348749623,0.080942552,183,140,137.877193,43
8.30E-04,0.267197599,0.071428571,7,6,185.5714286,1
3.328799426,0.261818593,0.045566502,206,203,110.7401961,3
0.52751247,0.339442815,0.095896033,90,61,145.4302326,29
0,0,0.125730994,19,19,187.3684211,0
0.133860216,0.321840678,0.095,25,17,152.12,8
0,0,0.054856744,54,54,122.7592593,0
0,0,0.038461538,14,14,174,0
0,0.296770887,0.5,2,0,164.5,2
0,0.292756921,0.1,5,0,45.8,5
0,0.32033195,0.053571429,8,0,87.625,8
0,0.303908709,0.052380952,15,0,54.13333333,15
0,0.330149679,0.15,5,0,81.4,5
0.277526482,0.297634353,0.033333333,6,5,91.16666667,1
0,0.417703263,0.039508341,68,0,111.9558824,68
0,0,0.098814229,23,23,173.6956522,0
2.498599602,0.385704765,0.082812861,136,92,158.0909091,44
5.925136108,0.391907906,0.066359987,254,173,138.5183673,81
0.847282503,0.318519538,0.080696203,81,64,167.725,17
0,0,0,3,3,69.33333333,0
9.921319291,0.41295041,0.065690534,361,139,110.8899371,222
1.249705623,0.328275666,0.098732685,120,93,157.5555556,27
0,0,0.175213675,27,27,303.7037037,0
1.994275408,0.356812577,0.103638828,143,114,154.8057554,29
0,0,0.380952381,7,7,254,0
0,0,0.102380952,21,21,174.1428571,0
0.010267351,0.291598438,0.154336735,50,47,179.8979592,3
0,0.219776049,0.333333333,3,0,28,3
0,0.2197135,0,2,0,52,2
0,0.355323719,0.074712644,30,0,78.7,30
0,0.322069253,0.069444444,9,0,116.6666667,9
0.595137143,0.39431102,0.148730549,120,75,185.7657658,45
0,0.496464538,0.043543464,275,0,128.24,275
0.33187225,0.260258572,0.091436865,53,51,211.2075472,2
0.563100537,0.367227157,0.082521848,91,60,153.9555556,31
1.231810555,0.367460317,0.098330241,101,62,172.2525253,39
0.897734677,0.42461482,0.081508516,144,23,115.8985507,121
1.111779289,0.427753141,0.102126289,108,63,168.4845361,45
0.484835993,0.303566745,0.179487179,41,34,230.325,7
0.188638789,0.260786302,0.092492085,68,66,177.4776119,2
0.113643842,0.32642414,0.131967213,62,56,206.2459016,6
0.939028688,0.392239919,0.104700855,125,75,180.8119658,50
0.015130371,0.271937037,0.168163265,50,48,226.58,2
0.50299829,0.398725456,0.122633391,89,36,149.2857143,53
8.172164733,0.409082877,0.063502785,317,213,123.2027491,104
0.726294705,0.349697885,0.096969697,66,37,174.7878788,29
0.181459453,0.362625313,0.15412871,90,57,187.686747,33
0.278691372,0.376729048,0.121678322,68,49,201.030303,19
0,0,0.151995305,72,72,221.625,0
0.056263145,0.315610089,0.112429379,60,53,190.25,7
0.739409671,0.368924303,0.113924051,83,39,146.1375,44
0.210425809,0.350545124,0.127777778,45,27,200.3777778,18
0,0,0.075462963,81,81,162.5308642,0
0.207492346,0.336091754,0.254761905,21,16,242.7619048,5
0,0,0.088068182,33,33,207.2424242,0
2.771310766,0.392372881,0.076550031,187,105,144.6519337,82
3.216542967,0.398862853,0.075785208,146,51,154.1560284,95
0,0,0.173202614,18,18,204.5555556,0
0.073074486,0.338153666,0.133613445,35,5,120.4285714,30
0.002154657,0.317036428,0.152380952,15,13,179.6666667,2
0.001624109,1,0.208333333,33,32,214.6060606,1
0.026991777,0.330148317,0.155,25,9,152.16,16
0.14061708,0.405287115,0.088288288,75,10,157.4933333,65
0.028879905,0.301432292,0.115789474,20,16,152.35,4
0,0,0.122222222,10,10,172.5,0
1.106190419,0.368806755,0.093328336,124,97,165.0431034,27
0.270365703,0.319751381,0.117021277,49,42,196.2708333,7
0.001442324,1,0.128205128,27,26,226.2592593,1
0.138105796,0.233014595,0.083921569,51,50,155.2156863,1
0.9829117,0.273446728,0.079939668,52,48,147.7692308,4
0,0,0,1,1,275,0
3.372547718,0.3704,0.091350886,140,87,151.734375,53
7.221146591,0.444679216,0.082123894,250,135,145.9778761,115
1.099050555,0.316819488,0.080054645,62,48,147.1311475,14
11.70484226,0.45526057,0.065396696,318,101,124.5402685,217
3.382190955,0.435314028,0.082179592,280,69,130.9573643,211
1.028408894,0.338104279,0.117032393,92,75,181.2840909,17
2.16891266,0.345110316,0.068505845,173,149,146.7619048,24
0,0,0.107142857,28,28,212.8214286,0
2.162949012,0.382897784,0.094069289,135,76,140.3053435,59
0,0,0.072825397,126,126,177.047619,0
0,0,0.166666667,6,6,209.5,0
0.2837316,0.316213632,0.099792961,71,65,211.9428571,6
0.433341849,0.341546179,0.116550117,66,40,166.6515152,26
2.280611745,0.401352288,0.068665667,121,58,150.3275862,63
1.381039622,0.347284728,0.068129662,85,41,112.8214286,44
0,0,0.115288221,57,57,187.5614035,0
0.021556296,0.258890628,0.118455843,62,60,180.4516129,2
0.059365029,0.322199026,0.111585366,41,34,174.3658537,7
0,0,0.126134301,58,58,231.8793103,0
0.189506977,0.305408971,0.171428571,21,17,209,4
1.459321288,0.375933745,0.035392535,150,11,77.71621622,139
0.637204049,0.281048926,0.098997494,57,53,144.8070175,4
0.083961393,0.296909068,0.109022556,57,47,211.4561404,10
0,0,0.068421053,20,20,157.25,0
4.666988249,0.385576282,0.084615385,165,82,127.8717949,83
3.659344334,0.359695463,0.094929497,126,85,139.0840336,41
0,0,0.092156863,51,51,191.8235294,0
0,0,0.157142857,15,15,258.8,0
0,0,0.093691526,87,87,164.5287356,0
0.398933199,0.278680631,0.091518468,86,85,171.2790698,1
0,0,0.057787698,64,64,148.4375,0
0.222621323,0.258659218,0.115384615,39,35,224.8461538,4
0.005880326,0.278613552,0.110526316,20,18,157.15,2
0,0,0.065789474,57,57,180.3859649,0
0,0,0.069444444,9,9,189.3333333,0
0.052047769,1,0.116487455,63,62,189.0634921,1
0,0,0.12334004,71,71,201.4507042,0
0.003261398,1,0.119047619,7,6,204.1428571,1
0,0,0.103799186,67,67,201.5074627,0
0,0,0.072653061,50,50,159.78,0
0,0,0.033333333,10,10,176.9,0
3.380719376,0.360816708,0.085479775,157,115,136.261745,42
1.070936349,0.369749241,0.142605634,77,61,174.0833333,16
0,0,0.156472262,38,38,249.2631579,0
0,0,0.109216255,53,53,192.6037736,0
2.068078947,0.328275666,0.091754386,78,56,129.6052632,22
0.012851548,0.278345557,0.186507937,29,27,267.4642857,2
0.374359712,0.304204993,0.139935065,57,46,172.2857143,11
0,0,0.106918239,54,54,187.4074074,0
0,0,0.093563512,69,69,162.8550725,0
1.225789318,0.268810961,0.072021116,52,44,133.7307692,8
0,0,0.037386443,54,54,120.1111111,0
0,0.21967182,0,1,0,40,1
0,0.21967182,0,1,0,40,1
0,0.21967182,0,1,0,40,1
0,0.219922135,0,4,0,31.25,4
0,0.437476388,0.065497076,190,0,117.8105263,190
1.139333139,0.398862853,0.066037736,106,11,99.77358491,95
0.287460374,0.295808842,0.098183089,55,47,174.6111111,8
0.884356377,0.357473749,0.097453907,70,55,177.1323529,15
0.800573481,0.263907889,0.107755662,94,88,172.2659574,6
1.041835263,0.305650911,0.077018634,72,63,139.5142857,9
1.236203798,0.429260152,0.045392842,223,21,113.8597285,202
0.016990373,0.233131923,0.098814229,23,20,137.6521739,3
0.242068102,0.290646579,0.105387205,58,54,196.1818182,4
0,0,0.046620047,78,78,100.6153846,0
0.343599432,0.372605826,0.105616606,92,41,139.6703297,51
0.113037576,0.330525414,0.169380371,70,58,226.5373134,12
0.534902532,0.338252484,0.113849765,72,50,172.2361111,22
0,0,0.106382979,48,48,189.1875,0
1.476494103,0.348434678,0.093374741,71,43,165.0428571,28
0.530953863,0.254843681,0.105889614,108,106,181.1214953,2
0.025035309,0.278546505,0.125,41,37,202.902439,4
1.249513474,0.369454197,0.131941032,119,74,172.3333333,45
0.647358683,0.320105088,0.106030702,98,95,169.40625,3
3.525343714,0.375385114,0.06451094,116,55,121.2767857,61
0.568557732,0.38525545,0.126915114,73,32,164.4428571,41
0.120837791,0.304324964,0.157153729,74,59,196.9315068,15
0.858996509,0.29592228,0.111677116,88,76,171.1931818,12
2.059605316,0.371172038,0.146250582,125,75,174.754386,50
1.374340021,0.331329612,0.128959276,53,48,180.3846154,5
0.780188064,0.364911728,0.126234568,89,50,163.6049383,39
0,0,0.110169492,59,59,182.3559322,0
0.004911618,0.288545432,0.166666667,6,4,188.5,2
0,0,0.083333333,4,4,316,0
0,0,0.094409478,74,74,182.2297297,0
0.696200273,0.277079593,0.09085213,57,53,165.3508772,4
0,0,0.166666667,9,9,263.6666667,0
0,0,0.157059757,62,62,214.4193548,0
0,0,0.153846154,13,13,176.6153846,0
3.026405164,0.396743787,0.125790139,122,89,177.0530973,33
0,0,0.14171123,34,34,236.6764706,0
0,0,0.054945055,14,14,195.7857143,0
0.090466817,0.34301378,0.139976622,63,34,172.4237288,29
2.306109274,0.347649797,0.097852153,146,111,139.8561151,35
0,0,0.1,16,16,184.3125,0
0,0,0.157724329,47,47,229.8723404,0
2.400240326,0.405500088,0.051959799,208,31,89.255,177
0,0,0.087978142,61,61,183.4262295,0
0,0,0.137420719,44,44,200.25,0
1.144710836,0.313345966,0.085680751,72,66,180.0833333,6
0,0,0.083333333,13,13,154.7692308,0
0,0,0.177721088,49,49,241.6938776,0
0,0,0.163285024,46,46,221.5,0
1.543215065,0.387902145,0.115060378,142,77,150.7142857,65
0.801031963,0.39640411,0.06164966,49,2,108.9795918,47
0,0,0.085714286,70,70,157.0857143,0
0.954199926,0.311323292,0.13383986,60,47,176.1186441,13
2.367579471,0.352573865,0.083924571,108,93,142.3076923,15
3.869815695,0.37740463,0.062292094,215,54,95.7,161
0,0,0.208773784,44,44,209.5,0
0,0,0.164516129,31,31,186.0645161,0
2.437760909,0.370815313,0.105957649,121,74,130.0353982,47
1.659878255,0.369277397,0.099893162,152,63,125.6666667,89
0,0,0.183838384,45,45,233.0222222,0
0.25111197,0.318519538,0.132478632,27,15,118.6296296,12
0.548674161,0.331187411,0.147086247,69,54,186.0151515,15
0,0,0.115789474,95,95,159.8210526,0
0,0,0.232142857,8,8,262.25,0
0,0,0.147098516,39,39,199.3846154,0
0,0,0.083454282,53,53,160.0188679,0
0,0,0.064849624,57,57,147.2982456,0
0,0,0.139534884,44,44,186.6363636,0
0.214990083,0.285731918,0.100233781,60,51,157.6440678,9
0.008621147,0.207604699,0.077644231,65,63,136.1538462,2
0,0,0.115563298,42,42,173.1904762,0
0,0.411440753,0.036618141,95,0,66.91578947,95
0.425606074,0.322513235,0.098780488,41,38,201.1219512,3
0,0,0.07428356,52,52,179.3461538,0
0.708983161,0.281801582,0.089370703,64,53,164.8548387,11
0,0.359850839,0.077586207,29,0,77.06896552,29
0,0.326611197,0.125,8,0,173.375,8
0,0.21967182,0,1,0,40,1
0,0.250893728,0.013888889,9,0,37.88888889,9
0,0.462829736,0.07482948,213,0,140.1126761,213
0.558912207,0.373026104,0.111253197,72,52,174.057971,20
4.166532274,0.431902985,0.090430494,127,50,183.5284553,77
